dataset,seed,method,category,source,gmean,sensitivity,specificity,precision,f1,f05,f2,mcc,triad_score,balanced_accuracy,ap,auc,feature_count,features,alpha,n_positive,n_negative,fn,fp,cost_ratio_fn_to_fp,normalized_cost
5year.arff,10,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7716330672927009,0.6178861788617886,0.9636363636363636,0.5588235294117647,0.5868725868725869,0.5697151424287856,0.6050955414012739,0.55522279571055,0.6914535062071002,0.7907612712490761,0.6383477884035218,0.9046366100024636,,6.0,,123.0,1650.0,46.99999999999999,60.00000000000002,1.0,0.060349689791314165
5year.arff,10,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.8143484148227442,0.7073170731707317,0.9375757575757576,0.4578947368421052,0.5559105431309904,0.4926387315968289,0.6378299120234604,0.5297425025403161,0.7056052061874785,0.8224464153732447,0.6366136251808366,0.8966937669376694,12.0,12.0,,123.0,1650.0,36.00000000000001,102.99999999999993,1.0,0.07839819514946415
5year.arff,10,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.8174675922327597,0.6991869918699187,0.9557575757575758,0.5408805031446541,0.6099290780141844,0.5665349143610013,0.6605222734254992,0.5824367163542894,0.7301239778058655,0.8274722838137473,0.7222176202211085,0.9409263365360926,4.0,4.0,0.05,123.0,1650.0,37.0,72.99999999999991,1.0,0.06204173716864067
5year.arff,10,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7134093804225561,0.5528455284552846,0.9206060606060606,0.3417085427135678,0.422360248447205,0.3699673558215451,0.492040520984081,0.3811019791227029,0.5788592065985243,0.7367257945306727,0.3494402366925591,0.7862675535846269,22.0,22.0,,123.0,1650.0,55.0,130.99999999999991,1.0,0.10490693739424699
5year.arff,10,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6832129939284513,0.4959349593495935,0.9412121212121212,0.3860759493670886,0.4341637010676156,0.4039735099337748,0.4692307692307692,0.3898587656014097,0.5666825586675193,0.7185735402808573,0.4152870553608284,0.8678984971667898,,,,123.0,1650.0,62.00000000000001,97.00000000000007,1.0,0.089678510998308
5year.arff,10,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.706043317927342,0.5447154471544715,0.9151515151515152,0.323671497584541,0.406060606060606,0.352260778128286,0.4792560801144492,0.3638695271554085,0.5660691150435196,0.7299334811529934,0.3379399813617491,0.7839812761763982,10.0,10.0,,123.0,1650.0,56.00000000000001,139.99999999999997,1.0,0.11054709531866891
1year.arff,1,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6096300263968849,0.4567901234567901,0.8136094674556213,0.0891566265060241,0.1491935483870967,0.1062607696726019,0.2503382949932341,0.1307078778675356,0.3648755988621618,0.6351997954562058,0.1332386965517394,0.6701792193245184,23.0,23.0,,81.0,2028.0,44.0,377.9999999999999,2.0,0.21278538812785383
1year.arff,1,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7296312426907638,0.654320987654321,0.8136094674556213,0.1229698375870069,0.20703125,0.1468144044321329,0.3509933774834437,0.2230094073083133,0.4914847073915776,0.7339652275549712,0.2915140586884263,0.7887750505271872,,,,81.0,2028.0,28.0,377.9999999999999,2.0,0.1981735159817351
1year.arff,1,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6819018536908821,0.5061728395061729,0.9186390532544378,0.1990291262135922,0.2857142857142857,0.2265193370165746,0.3867924528301887,0.2749920552709779,0.5037959010086304,0.7124059463803054,0.2642643842223161,0.8390496018701148,,,,81.0,2028.0,40.0,165.00000000000006,2.0,0.11187214611872148
1year.arff,1,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6561371701645484,0.4938271604938271,0.8717948717948718,0.1333333333333333,0.2099737532808399,0.156128024980484,0.3205128205128205,0.2011541200781928,0.4424247405948684,0.6828110161443495,0.1805799363519924,0.7601906640368179,,,,81.0,2028.0,41.0,260.0,2.0,0.15616438356164383
1year.arff,1,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7587125135443469,0.5925925925925926,0.9714003944773176,0.4528301886792453,0.5133689839572193,0.4752475247524752,0.5581395348837209,0.4960857832890756,0.6585222071062629,0.781996493534955,0.5907571559652337,0.8812124089901867,,,,81.0,2028.0,33.0,57.999999999999844,2.0,0.05662100456620998
1year.arff,1,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6383133502324377,0.5679012345679012,0.7174556213017751,0.0743134087237479,0.1314285714285714,0.0899491591709034,0.2439024390243902,0.1204276848131485,0.3660985967472371,0.6426784279348381,0.1569677822613601,0.6936073976672268,10.0,10.0,,81.0,2028.0,35.0,573.0000000000001,2.0,0.2936073059360731
1year.arff,1,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6366230581037974,0.4691358024691358,0.863905325443787,0.1210191082802547,0.1924050632911392,0.1421091997008227,0.2978056426332288,0.1797948728673531,0.4176835236152882,0.6665205639564613,0.1544292702164824,0.746262205663915,,,,81.0,2028.0,43.0,276.00000000000006,2.0,0.16529680365296806
1year.arff,1,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.635589485216349,0.5185185185185185,0.7790927021696252,0.0857142857142857,0.1471103327495621,0.102890739833415,0.257985257985258,0.1354267079813928,0.3796230520556568,0.6488056103440718,0.1219920747554499,0.708452041785375,13.0,13.0,,81.0,2028.0,39.0,448.00000000000006,2.0,0.2401826484018265
1year.arff,1,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6432913425739453,0.5061728395061729,0.8175542406311637,0.0997566909975669,0.1666666666666666,0.1188405797101449,0.2789115646258503,0.1570600607235449,0.4020626444798079,0.6618635400686683,0.1341562059927936,0.7189775245330801,35.0,35.0,,81.0,2028.0,40.0,370.0000000000001,2.0,0.20547945205479456
1year.arff,1,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7387107841480992,0.5555555555555556,0.9822485207100592,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5378040762656148,0.6645448896787035,0.7689020381328073,0.5772408080586724,0.8673813524240874,23.0,23.0,,81.0,2028.0,36.0,35.99999999999996,2.0,0.04931506849315066
1year.arff,1,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7385253414982215,0.5555555555555556,0.9817554240631164,0.5487804878048781,0.5521472392638037,0.5501222493887531,0.5541871921182266,0.5341563546969067,0.6629280589044754,0.768655489809336,0.5847145734705278,0.8721296905057588,,23.0,,81.0,2028.0,36.0,36.99999999999985,2.0,0.04977168949771683
1year.arff,1,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.8100629975799499,0.7283950617283951,0.900887573964497,0.2269230769230769,0.3460410557184751,0.2631578947368421,0.5051369863013698,0.3678469024266061,0.6226369607983295,0.814641317846446,0.581173572983472,0.8582073197457813,9.0,9.0,,81.0,2028.0,22.0,201.0,2.0,0.11187214611872145
1year.arff,1,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.7854300930082798,0.6296296296296297,0.9797830374753452,0.5543478260869565,0.5895953757225434,0.5679287305122495,0.6129807692307693,0.5733780972652497,0.7072159674841481,0.8047063335524873,0.6584286627283572,0.9005466676406847,17.0,17.0,0.05,81.0,2028.0,30.0,40.99999999999987,2.0,0.04611872146118716
1year.arff,1,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.677266165321625,0.5679012345679012,0.8076923076923077,0.1055045871559633,0.1779497098646034,0.1260273972602739,0.3026315789473684,0.1782392665155295,0.434017640832657,0.6877967711301045,0.1689993859421427,0.7472970998612023,33.0,33.0,,81.0,2028.0,35.0,389.99999999999994,2.0,0.21004566210045658
1year.arff,1,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6911724362948046,0.5061728395061729,0.9437869822485208,0.2645161290322581,0.3474576271186441,0.2924393723252496,0.4279749478079332,0.3313767941056352,0.5409597726415317,0.7249799108773468,0.4036861625411412,0.8375246548323472,,,,81.0,2028.0,40.0,113.9999999999999,2.0,0.0885844748858447
1year.arff,1,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6696596196100776,0.5555555555555556,0.8071992110453649,0.1032110091743119,0.1740812379110251,0.1232876712328767,0.2960526315789473,0.1721465793444501,0.4257966174195725,0.6813773833004602,0.1281073283829364,0.7472179608931746,30.0,30.0,,81.0,2028.0,36.0,391.00000000000006,2.0,0.2114155251141553
1year.arff,2,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6006009522835416,0.4320987654320987,0.8348126232741617,0.0945945945945946,0.155210643015521,0.1121076233183856,0.2521613832853026,0.1348630373782477,0.3650522166152244,0.6334556943531302,0.1313013699830246,0.7303339664450775,8.0,8.0,,81.0,2028.0,46.00000000000001,335.0,2.0,0.19497716894977168
1year.arff,2,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6451293148342427,0.4814814814814814,0.8643984220907298,0.1242038216560509,0.1974683544303797,0.1458489154824233,0.3056426332288401,0.1867259869069314,0.42674270493994,0.6729399517861057,0.1850844944021796,0.7767581026128034,,,,81.0,2028.0,42.00000000000001,274.99999999999994,2.0,0.16392694063926938
1year.arff,2,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.66383906156286,0.4691358024691358,0.9393491124260356,0.2360248447204969,0.3140495867768595,0.2620689655172414,0.3917525773195876,0.295627678797112,0.506940396488881,0.7042424574475856,0.3269089293933746,0.8582134073587064,,,,81.0,2028.0,43.0,122.99999999999984,2.0,0.09543378995433782
1year.arff,2,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6530496237570279,0.5185185185185185,0.8224852071005917,0.1044776119402985,0.1739130434782608,0.1243339253996447,0.2892561983471074,0.1668421668401207,0.4143805821855111,0.6705018628095551,0.1165124747718543,0.7225509533201842,,,,81.0,2028.0,39.0,360.00000000000006,2.0,0.20000000000000004
1year.arff,2,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6549066869763649,0.4320987654320987,0.992603550295858,0.7,0.5343511450381679,0.6227758007117438,0.4679144385026738,0.5364730851772355,0.6127767270781459,0.7123511578639784,0.5427491708589489,0.879166971047313,,,,81.0,2028.0,46.00000000000001,14.999999999999964,2.0,0.048858447488584464
1year.arff,2,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6782093020622431,0.6049382716049383,0.7603550295857988,0.0915887850467289,0.1590909090909091,0.1103106708689779,0.2852153667054715,0.161338842881647,0.4202316973213085,0.6826466505953686,0.0853249943470047,0.7633683979837825,7.0,7.0,,81.0,2028.0,32.0,486.0,2.0,0.2511415525114155
1year.arff,2,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6769425016637993,0.6296296296296297,0.727810650887574,0.0845771144278607,0.1491228070175438,0.1022864019253911,0.2750809061488673,0.1520228377361061,0.4114693271017368,0.6787201402586018,0.1109593083615883,0.7498782477414954,,,,81.0,2028.0,30.0,551.9999999999999,2.0,0.2794520547945205
1year.arff,2,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7050116453778216,0.6666666666666666,0.7455621301775148,0.0947368421052631,0.1658986175115207,0.1143583227445997,0.3020134228187919,0.1783848936505239,0.4459130868662551,0.7061143984220908,0.1617522738024587,0.7893411985292329,10.0,10.0,,81.0,2028.0,27.000000000000004,515.9999999999999,2.0,0.26027397260273966
1year.arff,2,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6275943306584627,0.4814814814814814,0.8180473372781065,0.0955882352941176,0.1595092024539877,0.1138353765323993,0.2663934426229508,0.1457245960785438,0.3857420296248871,0.649764409379794,0.0918360094415224,0.7401532860934571,29.0,29.0,,81.0,2028.0,42.00000000000001,368.99999999999994,2.0,0.20684931506849313
1year.arff,2,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6549066869763649,0.4320987654320987,0.992603550295858,0.7,0.5343511450381679,0.6227758007117438,0.4679144385026738,0.5364730851772355,0.6127767270781459,0.7123511578639784,0.5401143109994067,0.8706808386295565,5.0,5.0,,81.0,2028.0,46.00000000000001,14.999999999999964,2.0,0.048858447488584464
1year.arff,2,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6549066869763649,0.4320987654320987,0.992603550295858,0.7,0.5343511450381679,0.6227758007117438,0.4679144385026738,0.5364730851772355,0.6127767270781459,0.7123511578639784,0.540076286126239,0.8696702948839701,,5.0,,81.0,2028.0,46.00000000000001,14.999999999999964,2.0,0.048858447488584464
1year.arff,2,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7893190543790047,0.654320987654321,0.9521696252465484,0.3533333333333333,0.4588744588744589,0.3891336270190896,0.5590717299578059,0.453458681179171,0.6561668687348964,0.8032453064504347,0.5201858359840251,0.84944724474639,6.0,6.0,,81.0,2028.0,28.0,96.99999999999993,2.0,0.06986301369863011
1year.arff,2,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.8022814280595906,0.6666666666666666,0.965483234714004,0.4354838709677419,0.526829268292683,0.4679376083188908,0.6026785714285714,0.5164228631389669,0.6927124283571194,0.8160749506903353,0.64780026308558,0.8786799620132952,9.0,9.0,0.05,81.0,2028.0,27.000000000000004,69.9999999999999,2.0,0.056621004566210005
1year.arff,2,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6444353759365575,0.5555555555555556,0.747534516765286,0.0807899461400359,0.1410658307210031,0.097444781290602,0.2553916004540295,0.1321218785686352,0.3799949530594785,0.6515450361604208,0.1412626874367561,0.746441790245209,18.0,18.0,,81.0,2028.0,36.0,511.9999999999999,2.0,0.2666666666666666
1year.arff,2,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7175416021133455,0.5925925925925926,0.868836291913215,0.1528662420382165,0.2430379746835443,0.1795063575168287,0.3761755485893417,0.2491060132631358,0.5043044430151814,0.7307144422529037,0.2202570325180373,0.8186560985706284,,,,81.0,2028.0,33.0,266.0,2.0,0.15159817351598173
1year.arff,2,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.618601122274535,0.4320987654320987,0.8856015779092702,0.1310861423220973,0.2011494252873563,0.1523063533507397,0.2961082910321489,0.1836088985515492,0.4126403667823085,0.6588501716706845,0.1651148858775479,0.7380043587308545,8.0,8.0,,81.0,2028.0,46.00000000000001,232.00000000000006,2.0,0.14794520547945209
1year.arff,3,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6544184970561349,0.5185185185185185,0.8259368836291914,0.1063291139240506,0.1764705882352941,0.1264298615291992,0.2920723226703755,0.1696701830613696,0.4172908739311539,0.6722277010738549,0.1288272136856103,0.7308240192855577,16.0,16.0,,81.0,2028.0,39.0,352.9999999999999,2.0,0.19680365296803648
1year.arff,3,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6430878509774575,0.4320987654320987,0.9571005917159764,0.2868852459016393,0.3448275862068966,0.3075571177504393,0.3923766816143498,0.3203832113001523,0.5098042520974877,0.6945996785740375,0.3050022832324015,0.8268987264713761,,,,81.0,2028.0,46.00000000000001,86.99999999999989,2.0,0.08173515981735155
1year.arff,3,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5933146762163886,0.3580246913580246,0.9832347140039448,0.4603174603174603,0.4027777777777778,0.4354354354354354,0.3746770025839793,0.3852458996749369,0.5137707820389488,0.6706297026809848,0.4046975738072922,0.8799340102758906,,,,81.0,2028.0,52.00000000000001,33.99999999999995,2.0,0.06301369863013698
1year.arff,3,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.559127243265552,0.3333333333333333,0.9378698224852072,0.1764705882352941,0.2307692307692307,0.1948051948051948,0.2830188679245283,0.2009282875812264,0.3975155573418314,0.6356015779092702,0.2093610011609624,0.7716475515620813,,,,81.0,2028.0,54.00000000000001,125.99999999999974,2.0,0.10684931506849304
1year.arff,3,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5976135770578408,0.3580246913580246,0.997534516765286,0.8529411764705882,0.5043478260869565,0.6682027649769585,0.4050279329608938,0.5425501726560961,0.5786646319577547,0.6777796040616554,0.5860484871421353,0.9009210558355856,,,,81.0,2028.0,52.00000000000001,4.999999999999913,2.0,0.04977168949771686
1year.arff,3,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6425148892522671,0.5061728395061729,0.8155818540433925,0.0987951807228915,0.1653225806451612,0.1177484204480183,0.2774018944519621,0.1555323107031097,0.4004322114005153,0.6608773467747826,0.1598179880401375,0.7495434290306084,7.0,7.0,,81.0,2028.0,40.0,374.0000000000001,2.0,0.20730593607305942
1year.arff,3,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6588176636636603,0.5061728395061729,0.8574950690335306,0.1242424242424242,0.1995133819951338,0.1463240542469664,0.3134556574923547,0.1923696344465414,0.437074694782213,0.6818339542698517,0.1296997399436453,0.7582608907395232,,,,81.0,2028.0,40.0,289.0,2.0,0.1684931506849315
1year.arff,3,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5795812981917433,0.382716049382716,0.8777120315581854,0.1111111111111111,0.1722222222222222,0.1294903926482873,0.2570480928689884,0.1477190986321499,0.3674699174965376,0.6302140404704507,0.1866494882933539,0.7404911486108068,12.0,12.0,,81.0,2028.0,50.00000000000001,247.99999999999991,2.0,0.15890410958904108
1year.arff,3,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5670732449708844,0.382716049382716,0.8402366863905325,0.0873239436619718,0.1422018348623853,0.1032644903397734,0.2282768777614138,0.1145144573717488,0.332694952054482,0.6114763678866243,0.1575223619162246,0.730470937735895,11.0,11.0,,81.0,2028.0,50.00000000000001,324.00000000000006,2.0,0.1936073059360731
1year.arff,3,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.607829933806807,0.3703703703703703,0.997534516765286,0.8571428571428571,0.5172413793103449,0.6787330316742082,0.4178272980501393,0.5534439489499677,0.5891319874809351,0.6839524435678281,0.5847782901396382,0.8771093578785887,5.0,5.0,,81.0,2028.0,51.000000000000014,4.999999999999913,2.0,0.04885844748858445
1year.arff,3,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6181827410892919,0.382716049382716,0.9985207100591716,0.9117647058823528,0.5391304347826087,0.7142857142857143,0.4329608938547486,0.5817317198724128,0.6057854419657703,0.6906183797209439,0.5835335759893772,0.8860703241045121,,5.0,,81.0,2028.0,50.00000000000001,2.9999999999999027,2.0,0.0470319634703196
1year.arff,3,PBMSBAINGO-HGBKELM(Sensitivity-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7244608673681566,0.5308641975308642,0.9886587771203156,0.6515151515151515,0.5850340136054422,0.6231884057971014,0.5512820512820513,0.5734229777033015,0.6701442848997735,0.7597614873255899,0.5707834435530615,0.8681240412009642,4.0,4.0,,81.0,2028.0,38.0,23.000000000000004,2.0,0.045205479452054796
1year.arff,3,PBMSBAINGO-HGBKELM(Triad-mode),Proposed hybrid optimized KELM,formal_pbmsbaingo_hgbkelm_triad_alpha005_10seed_complete.csv,0.709526127832442,0.5061728395061729,0.9945759368836292,0.7884615384615384,0.6165413533834586,0.7093425605536332,0.5452127659574468,0.6205511200856395,0.6785337430911469,0.750374388194901,0.6377170414032111,0.8940390094236248,4.0,4.0,0.05,81.0,2028.0,40.0,10.999999999999943,2.0,0.04155251141552509
1year.arff,3,PBMSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6395995532946909,0.4938271604938271,0.8284023668639053,0.1030927835051546,0.1705756929637526,0.1224739742804654,0.2808988764044944,0.1598216172778409,0.4028567160607598,0.6611147636788662,0.1014031970025211,0.7165911802663939,7.0,7.0,,81.0,2028.0,41.0,348.0,2.0,0.1963470319634703
1year.arff,3,RF_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6403320083872521,0.419753086419753,0.9768244575936884,0.419753086419753,0.419753086419753,0.419753086419753,0.419753086419753,0.3965775440134415,0.5458158972584226,0.6982887720067208,0.4176211107385472,0.8765036403925294,,,,81.0,2028.0,47.000000000000014,46.9999999999999,2.0,0.06438356164383559
1year.arff,3,TIS_NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5869654619335046,0.4074074074074074,0.8456607495069034,0.0953757225433526,0.1545667447306791,0.1126279863481228,0.2462686567164179,0.1313257172320518,0.356334844297469,0.6265340784571554,0.1264517233050748,0.7335999707794579,8.0,8.0,,81.0,2028.0,48.0,312.9999999999999,2.0,0.18675799086757985
1year.arff,4,BAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5988245480606738,0.4074074074074074,0.8801775147928994,0.1195652173913043,0.1848739495798319,0.1392405063291139,0.275,0.1638727809863705,0.3887782897034629,0.6437924611001534,0.106702444999578,0.7581147880293179,20.0,20.0,,81.0,2028.0,48.0,243.0,2.0,0.1547945205479452
1year.arff,4,BalancedRF,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7390321078443525,0.7037037037037037,0.7761341222879684,0.111545988258317,0.1925675675675675,0.1341176470588235,0.3413173652694611,0.2152147971087876,0.4898535360347777,0.7399189129958361,0.2177964295079607,0.799693184308569,,,,81.0,2028.0,24.0,454.00000000000006,2.0,0.22922374429223746
1year.arff,4,EasyEnsemble,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6247652784463665,0.4074074074074074,0.958086785009862,0.2796610169491525,0.3316582914572864,0.298372513562387,0.3733031674208145,0.3056189868390062,0.4922715088312532,0.6827470962086346,0.3441202911462626,0.8646662770594394,,,,81.0,2028.0,48.0,84.99999999999987,2.0,0.08264840182648396
1year.arff,4,ExtraTrees_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5672664446511151,0.3703703703703703,0.868836291913215,0.1013513513513513,0.1591511936339522,0.1185770750988142,0.2419354838709677,0.132344226029494,0.3492151388511724,0.6196033311417927,0.1520064302250743,0.7401989431903961,,,,81.0,2028.0,51.000000000000014,266.0,2.0,0.1680365296803653
1year.arff,4,HistGB,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.6462537526841969,0.9136319916234446,,,,81.0,2028.0,47.000000000000014,4.999999999999913,2.0,0.04520547945205477
1year.arff,4,INGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.5925241029892997,0.4444444444444444,0.7899408284023669,0.0779220779220779,0.1325966850828729,0.093312597200622,0.2290076335877862,0.1089027928525799,0.3368865612222549,0.6171926364234057,0.0807210682304605,0.681331726203521,29.0,29.0,,81.0,2028.0,45.0,425.99999999999994,2.0,0.2356164383561644
1year.arff,4,LR_balanced,External ML baseline,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.7194098887723247,0.6296296296296297,0.821992110453649,0.1237864077669902,0.2068965517241379,0.1474840948525159,0.3464673913043478,0.2189080817443629,0.4838805889514955,0.7258108700416392,0.1667021115674289,0.7706978839457471,,,,81.0,2028.0,30.0,360.99999999999994,2.0,0.1922374429223744
1year.arff,4,MSBAINGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6020081895432222,0.4567901234567901,0.7933925049309665,0.0811403508771929,0.1378026070763501,0.0971128608923884,0.2371794871794871,0.1167924550043567,0.3485030062155314,0.6250913141938783,0.0884503284840689,0.7092251686268779,39.0,39.0,,81.0,2028.0,44.0,419.0,2.0,0.23150684931506849
1year.arff,4,NGO-KELM,Optimizer-KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6698005092092687,0.5802469135802469,0.7731755424063116,0.0927021696252465,0.1598639455782313,0.1114272166903745,0.2827918170878459,0.1589407982188024,0.4146758836959613,0.6767112279932792,0.0838422494259226,0.7350122969781089,35.0,35.0,,81.0,2028.0,34.0,460.0000000000001,2.0,0.24109589041095897
1year.arff,4,PBMSBAINGO-HGBKELM(F2-mode),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.638841317460061,0.8765919107799448,12.0,12.0,,81.0,2028.0,47.000000000000014,4.999999999999913,2.0,0.04520547945205477
1year.arff,4,PBMSBAINGO-HGBKELM(MCC-guarded),Proposed hybrid optimized KELM,formal_multiseed_10seed_full_with_tisngo_mcc_variants.csv,0.6470843779774518,0.419753086419753,0.997534516765286,0.8717948717948718,0.5666666666666667,0.7172995780590717,0.4683195592286501,0.5952432666209967,0.6293208306401221,0.7086438015925196,0.641214397116381,0.8799522731146663,,12.0,,81.0,2028.0,47.000000000000014,4.999999999999913,2.0,0.04520547945205477
